1.0645,0
0.5452,4
0.5085,4.56
0.4752,5.2
0.4469,5.76
0.4344,6
0.3585,8
0.29825,10
0.2513,12
0.2077,14.4
0.159,18
0.1083,24
0.1038,24.56
0.1001,25.2
